[ 2017-02-28T01:04:10+08:00 ] /robots.txt | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:42:41+08:00 ] /111 | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='111' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | NOTIC: [8] Undefined index: Sjt_BType EmptyAction.class.php 第 29 行.
[ 2017-02-28T05:42:41+08:00 ] /111 | SQL: SELECT `RegDate` FROM `pay_user` WHERE id=360 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | SQL: SHOW COLUMNS FROM `pay_userbasicinformation` [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | SQL: SELECT `Compellation` FROM `pay_userbasicinformation` WHERE UserID=360 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:42:41+08:00 ] /111 | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run CheckRoute Behavior [ RunTime:0.015625s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ route_check ] --END-- [ RunTime:0.015625s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ app_begin ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='Tpl/Home/Index/mypay/pay.php' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/pay.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ app_begin ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | SQL: SHOW COLUMNS FROM `pay_user` [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | SQL: SELECT `id` FROM `pay_user` WHERE mypayurlname='Tpl/Home/Index/mypay/img/body.png' LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:03+08:00 ] /Tpl/Home/Index/mypay/img/body.png | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ app_begin ] --START--
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | NOTIC: [2048] Declaration of IndexAction::ajaxreturn() should be compatible with that of Action::ajaxReturn() IndexAction.class.php 第 1060 行.
[ 2017-02-28T05:43:04+08:00 ] / | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 0 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 1 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | SQL: SELECT * FROM `pay_newlist` WHERE type = 3 and zt = 0 ORDER BY datetime desc LIMIT 0,3   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:04+08:00 ] / | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_newlist` WHERE type = 2 and zt = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 and zt = 0 ORDER BY datetime desc LIMIT 0,15   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run ParseTemplate Behavior [ RunTime:0.015625s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.015625s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:07+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | SQL: SELECT `title` FROM `pay_newlist` WHERE id=137 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | SQL: SELECT `content` FROM `pay_newlist` WHERE id=137 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | SQL: SELECT `zt` FROM `pay_newlist` WHERE id=137 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | SQL: SELECT `datetime` FROM `pay_newlist` WHERE id=137 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | NOTIC: [8] Undefined variable: type IndexAction.class.php 第 184 行.
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.015625s ]
[ 2017-02-28T05:43:08+08:00 ] /User_Index_sjtggshow_newsid_137.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.015625s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run CheckRoute Behavior [ RunTime:0.015625s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.015625s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | SQL: SELECT COUNT(*) AS tp_count FROM `pay_newlist` WHERE type = 2 and zt = 0 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | SQL: SELECT * FROM `pay_newlist` WHERE type = 2 and zt = 0 ORDER BY datetime desc LIMIT 0,15   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.015625s ]
[ 2017-02-28T05:43:10+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.015625s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ app_begin ] --START--
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | NOTIC: [8] Undefined offset: 1 Action.class.php 第 233 行.
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | SQL: SHOW COLUMNS FROM `pay_newlist` [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | SQL: SELECT `title` FROM `pay_newlist` WHERE id=135 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | SQL: SELECT `content` FROM `pay_newlist` WHERE id=135 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | SQL: SELECT `zt` FROM `pay_newlist` WHERE id=135 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | SQL: SELECT `datetime` FROM `pay_newlist` WHERE id=135 LIMIT 1   [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | NOTIC: [8] Undefined variable: type IndexAction.class.php 第 184 行.
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_template ] --START--
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run LocationTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_template ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_parse ] --START--
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run ParseTemplate Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_parse ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_filter ] --START--
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run ContentReplace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run TokenBuild Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run ShowRuntime Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_filter ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_end ] --START--
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Run ShowPageTrace Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:11+08:00 ] /User_Index_sjtggshow_newsid_135.html | INFO: Tag[ view_end ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:12+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ route_check ] --START--
[ 2017-02-28T05:43:12+08:00 ] /User_Index_sjtgg.html | INFO: Run CheckRoute Behavior [ RunTime:0.000000s ]
[ 2017-02-28T05:43:12+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000000s ]
[ 2017-02-28T05:43:12+08:00 ] /User_Index_sjtgg.html | INFO: Tag[ app_begin ] --START--
